매출액,영업이익,당기순이익,영업이익률,순이익률,ROE(지배주주),부채비율,당좌비율,유보율,EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당률(%),배당성향(%),시가총액,상장주식수,ROE(%),주당배당금
8074.0,1813.0,1046.0,22.45,12.96,17.39,68.91,137.87,226.34,2351.0,11.74,14844.0,1.86,350.0,1.27,14.53,,,,
12799.0,1430.0,951.0,11.17,7.43,23.04,86.03,197.61,503.53,6265.0,3.17,30162.0,0.66,400.0,2.02,6.38,,,,
,,,,,,,,,,,,,,,,,,,
8351.0,341.0,132.0,4.08,1.58,4.66,93.07,124.08,1693.89,413.0,12.13,9808.0,0.51,120.0,2.4,26.33,,,,
266303.0,6666.0,1153.0,2.5,0.43,2.2,116.38,66.92,10260.21,2127.0,31.78,109317.0,0.62,3700.0,5.47,156.15,,,,
300,57,-229,18.99,-76.16,-31.73,59.62,170.48,435.34,-937,-8.64,2662,3.04,-,-,-,,,,
6743,-218,-414,-3.24,-6.15,-19.76,340.34,24.08,421.12,-984,-3.56,4475,0.94,-,-,-,,,,
5113.0,-190.0,-253.0,-3.72,-4.94,-10.31,149.12,83.05,344.1,-1071.0,-26.11,9889.0,2.83,298.0,1.06,-27.51,,,,
18517.0,875.0,694.0,4.73,3.75,5.65,73.7,77.35,751.83,2313.0,8.0,41768.0,0.44,500.0,2.7,21.61,,,,
643668.0,38689.0,19826.0,6.01,3.08,4.18,65.41,146.09,9630.2,21048.0,11.24,555096.0,0.43,10000.0,4.23,43.66,,,,
2461,1,97,0.04,3.93,4.81,40.43,109.73,103.61,48,18.93,1012,0.89,-,-,-,,,,
2630,806,637,30.63,24.21,,97.95,421.50,1213.88,2818,,13139,-,,,-,,,,
4559,-187,-400,-4.11,-8.77,-15.85,150.72,71.81,1693.30,-2973,-1.46,17712,0.25,-,-,-,,,,
4372.0,129.0,50.0,2.94,1.15,4.42,168.92,42.93,382.91,215.0,12.4,5181.0,0.51,29.0,1.07,12.68,,,,
6174,137,52,2.22,0.85,5.07,327.31,46.15,123.88,54,24.11,903,1.43,-,-,-,,,,
8303.0,71.0,55.0,0.86,0.66,2.12,99.66,123.57,1166.19,1076.0,18.69,52954.0,0.38,492.0,2.44,43.16,,,,
1917.0,62.0,53.0,3.23,2.76,3.55,59.43,73.81,1149.29,221.0,37.36,6239.0,1.32,100.0,1.21,45.23,,,,
1925.0,58.0,47.0,3.02,2.46,4.75,115.49,84.33,288.85,180.0,18.71,3883.0,0.87,30.0,0.89,16.53,,,,
1662.0,-15.0,34.0,-0.87,2.02,1.56,17.02,435.13,683.94,60.0,36.08,4292.0,0.5,50.0,2.32,74.21,,,,
891,-10,-67,-1.09,-7.49,-47.63,303.29,33.06,41.57,-369,-6.59,700,3.48,,,-,,,,
2362,48,39,2.04,1.64,7.58,283.12,101.02,83.48,393,28.74,5384,2.10,-,-,-,,,,
730.0,5.0,-22.0,0.63,-3.01,-2.52,138.34,54.94,396.95,-59.0,-53.42,2842.0,1.11,25.0,0.79,-19.32,,,,
22913.0,2251.0,1300.0,9.83,5.67,5.96,100.86,113.27,3525.24,1037.0,5.84,18356.0,0.33,80.0,1.32,7.61,,,,
29018.0,5075.0,3959.0,17.49,13.64,14.62,828.66,2.68,5947.42,4130.0,4.6,30884.0,0.62,400.0,2.11,9.34,,,,
7619.0,294.0,172.0,3.86,2.25,2.76,50.01,80.74,1240.92,162.0,37.64,7083.0,0.86,170.0,2.79,87.81,,,,
534,-10,-25,-1.86,-4.64,-6.50,109.78,51.28,28.57,-52,-40.38,775,2.71,-,-,-,,,,
9339.0,235.0,170.0,2.51,1.82,2.25,32.28,166.41,8705.68,10055.0,14.67,461851.0,0.32,2000.0,1.36,19.36,,,,
1261.0,98.0,178.0,7.8,14.15,26.23,27.66,207.07,2283.02,4925.0,5.05,20576.0,1.21,200.0,0.8,4.06,,,,
3648.0,185.0,100.0,5.08,2.74,9.72,223.76,45.59,1527.77,738.0,6.53,8394.0,0.57,120.0,2.49,15.62,,,,
3435.0,259.0,191.0,7.55,5.56,12.03,57.22,139.59,2938.28,1728.0,5.84,15137.0,0.67,200.0,1.98,11.57,,,,
20506,1259,288,6.14,1.41,4.84,702.40,43.22,1027.17,1077,,22490,-,,,6.69,,,,
,,,,,,,,,,,,,,,,"9,731  억원",242968884,,
7757,596,338,7.68,4.36,53.84,360.47,64.88,799.79,979,,2235,-,,,-,,,,
6313.0,494.0,104.0,7.83,1.64,1.64,117.6,42.7,294.04,162.0,26.08,9842.0,0.43,175.0,4.14,108.01,,,,
,,,,,,,,,,,,,,,,706  억원,20100000,,
2500.0,323.0,311.0,12.9,12.45,14.74,25.0,166.13,3246.25,6164.0,9.25,44134.0,1.29,654.0,1.15,10.64,,,,
1319.0,21.0,57.0,1.6,4.35,3.01,24.78,96.61,859.57,133.0,14.96,4843.0,0.41,40.0,2.0,27.71,,,,
,,,,,,,,,,,,,,,,329  억원,137680211,,
4122,125,9,3.02,0.21,0.49,136.99,25.53,212.47,6,155.66,1502,0.67,-,-,-,,,,
3136.0,226.0,132.0,7.21,4.21,8.18,85.7,36.59,340.88,1402.0,5.4,17782.0,0.43,100.0,1.32,7.13,,,,
229068.0,8659.0,6456.0,3.78,2.82,4.85,494.72,,59601.17,12716.0,19.15,336392.0,0.72,8500.0,3.49,56.2,,,,
1911.0,64.0,50.0,3.37,2.59,4.62,91.56,41.12,1878.7,450.0,9.84,9893.0,0.45,110.0,2.48,24.43,,,,
1921.0,494.0,442.0,25.73,23.01,14.22,13.06,572.96,2143.7,14733.0,4.07,115202.0,0.52,1000.0,1.67,6.46,,,,
2010.0,46.0,86.0,2.31,4.26,1.77,3.78,1718.24,4562.31,428.0,21.09,24220.0,0.37,250.0,2.77,58.45,,,,
2419.0,449.0,119.0,18.56,4.91,6.01,23.64,299.86,1489.22,855.0,29.19,16051.0,1.55,800.0,3.21,82.84,,,,
418,-2,-32,-0.53,-7.71,-23.62,273.90,32.05,-98.02,-302,-8.57,1132,2.28,-,-,-,,,,
1527.0,-38.0,-83.0,-2.5,-5.45,-3.82,19.99,477.89,2149.76,-433.0,-11.65,11092.0,0.46,140.0,2.77,-32.31,,,,
359,-16,-18,-4.33,-5.15,-6.57,55.08,117.82,195.09,-92,-23.30,1445,1.49,-,-,-0.16,,,,
2169,-130,-162,-6.01,-7.47,-17.87,292.78,48.92,62.06,-203,-3.26,1171,0.56,-,-,-,,,,
2921,103,51,3.53,1.75,5.74,140.86,67.68,1868.99,782,20.14,11636,1.35,-,-,-,,,,
9136,513,385,5.62,4.21,86.98,440.89,55.94,248.13,1013,,1655,-,,,-,,,,
1645.0,169.0,111.0,10.24,6.75,7.12,41.14,191.76,697.95,256.0,20.2,4149.0,1.25,80.0,1.55,27.91,,,,
4560.0,185.0,107.0,4.06,2.34,5.44,45.43,181.52,2288.63,620.0,17.35,12175.0,0.88,200.0,1.86,30.71,,,,
955,-104,-364,-10.89,-38.12,-19.68,104.99,21.59,137.55,-238,-3.88,1084,0.85,-,-,-,,,,
2567,-716,-810,-27.89,-31.55,-136.74,483.57,32.36,1612.02,-3467,,1914,-,,,-,,,,
2433,31,4,1.29,0.18,0.78,153.90,80.97,44.94,6,360.27,748,2.74,-,-,-,,,,
4544,122,-68,2.69,-1.49,-3.55,170.26,39.64,441.99,-98,-28.15,2755,1.00,-,-,-,,,,
2401,29,-44,1.20,-1.82,-1.45,140.72,46.21,-40.73,-14,-100.14,994,1.44,-,-,-,,,,
1058,-66,-78,-6.21,-7.34,-12.34,132.20,50.26,44.52,-582,-4.02,4312,0.54,-,-,-,,,,
372,-124,-128,-33.22,-34.29,-20.45,44.49,115.47,2.74,-118,-4.87,516,1.11,,,-,,,,
21036.0,2667.0,1564.0,12.68,7.43,2.54,30.82,110.03,5921.75,772.0,23.05,32019.0,0.56,650.0,3.65,47.78,,,,
1083,-51,-216,-4.71,-19.97,-20.59,89.85,44.29,144.69,-748,-13.05,3527,2.77,-,-,-,,,,
791.0,42.0,43.0,5.29,5.5,3.33,40.2,176.66,773.33,1291.0,13.47,44007.0,0.39,239.0,1.38,16.52,,,,
3353.0,69.0,224.0,2.05,6.7,12.68,63.08,96.2,1470.37,935.0,7.14,8003.0,0.83,150.0,2.25,15.71,,,,
404,-154,-343,-38.15,-85.09,-87.65,155.81,84.14,135.63,-1088,-7.16,1232,6.33,,,-,,,,
,,,,,,,,,,,,,,,,"1,657  억원",36745335,,
5175,-14,-134,-0.27,-2.60,-5.08,142.29,76.59,1032.51,-565,-28.30,10630,1.50,-,-,-,,,,
667,18,9,2.63,1.36,1.77,68.05,153.16,35.54,12,206.14,671,3.61,-,-,-,,,,
3246.0,325.0,196.0,10.02,6.04,5.2,96.4,64.67,203.66,511.0,44.11,10557.0,2.14,120.0,0.53,22.53,,,,
5502.0,469.0,468.0,8.52,8.51,8.52,27.16,435.0,2381.14,1016.0,42.09,12390.0,3.45,50.0,0.12,4.92,,,,
526,-520,-893,-98.85,-169.63,-93.55,132.65,57.58,310.94,-2271,-1.37,1374,2.26,-,-,-,,,,
419,-28,-48,-6.77,-11.42,-11.11,44.48,245.80,310.31,-88,-18.13,757,2.10,,,-,,,,
8171.0,1039.0,724.0,12.71,8.86,26.32,101.81,119.75,5223.5,4711.0,16.4,22798.0,3.71,1039.0,1.35,13.87,,,,
6156,-140,3,-2.27,0.04,-1.19,217.33,50.12,499.52,-32,-22.36,2665,0.27,-,-,-,,,,
6946.0,694.0,560.0,9.98,8.06,8.02,20.25,180.22,490.52,1141.0,7.64,14699.0,0.59,350.0,4.01,30.51,,,,
30189.0,4583.0,3322.0,15.18,11.0,30.74,165.04,41.22,2671.88,4511.0,20.64,14931.0,6.24,2400.0,2.58,52.05,,,,
5302,338,106,6.38,2.00,0.34,176.20,60.95,330.26,78,494.42,22374,1.72,-,-,-,,,,
1864.0,39.0,98.0,2.08,5.26,3.08,48.58,115.27,708.64,148.0,29.43,4846.0,0.9,100.0,2.3,67.73,,,,
8173,-237,-477,-2.90,-5.83,-17.06,254.38,93.48,320.51,-341,-4.72,1850,0.87,-,-,-,,,,
325,20,43,6.04,13.38,8.78,22.80,478.13,72.23,72,117.10,859,9.88,-,-,-,,,,
23815.0,306.0,-75.0,1.28,-0.32,0.95,220.57,56.48,1438.84,83.0,135.73,9619.0,1.17,102.0,0.91,108.79,,,,
2644.0,108.0,242.0,4.08,9.14,3.39,29.95,63.39,1596.14,2108.0,11.09,70954.0,0.33,963.0,4.12,37.88,,,,
,-107,-147,,,,14.33,590.21,-9.75,-328,,3001,-,,,-,,,,
20263.0,1009.0,-401.0,4.98,-1.98,-4.65,290.48,37.88,920.51,-903.0,-14.62,19950.0,0.66,350.0,2.65,-35.86,,,,
7721.0,335.0,319.0,4.34,4.13,4.55,24.7,181.84,13584.26,3062.0,13.96,68181.0,0.63,700.0,1.64,22.86,,,,
2734.0,253.0,177.0,9.25,6.48,5.74,27.14,148.19,1421.0,403.0,19.45,7623.0,1.03,120.0,1.53,27.81,,,,
4995.0,819.0,711.0,16.39,14.23,10.27,81.8,60.5,4790.73,2178.0,10.36,22952.0,0.98,195.0,0.86,9.65,,,,
2047.0,120.0,100.0,5.84,4.88,8.58,35.82,179.0,1446.9,638.0,6.67,7864.0,0.54,150.0,3.53,22.99,,,,
3075,-239,-438,-7.77,-14.24,-35.15,83.64,69.86,1697.28,-3391,-1.33,9176,0.49,-,-,-,,,,
12469.0,1939.0,1533.0,15.55,12.3,14.98,27.84,305.83,11723.35,3407.0,11.49,23632.0,1.66,1920.0,4.9,56.35,,,,
94574.0,4592.0,-2489.0,4.86,-2.63,-4.02,170.09,60.12,606.5,-1402.0,-13.03,33924.0,0.54,193.0,1.05,-13.71,,,,
15712,1119,986,7.12,6.27,9.36,754.98,,6.17,505,4.09,5296,0.39,,,-,,,,
1346.0,20.0,12.0,1.52,0.9,1.41,75.51,107.53,541.21,38.0,135.88,3091.0,1.67,45.0,0.87,100.14,,,,
15718.0,802.0,569.0,5.1,3.62,11.71,99.35,184.11,4783.68,2673.0,18.85,24259.0,2.08,710.0,1.41,26.66,,,,
168459.0,3953.0,2691.0,2.35,1.6,6.23,928.6,,10074.28,3011.0,8.95,56567.0,0.48,880.0,3.27,26.07,,,,
20604.0,1303.0,832.0,6.33,4.04,4.87,44.81,62.69,2864.44,6931.0,11.61,147933.0,0.54,2000.0,2.48,28.11,,,,
4514.0,296.0,77.0,6.56,1.7,2.06,65.13,167.36,511.1,616.0,18.9,30635.0,0.38,500.0,4.29,78.92,,,,
10293.0,49.0,-3.0,0.47,-0.03,-0.07,121.44,43.84,141.0,-8.0,-746.17,11958.0,0.51,150.0,2.46,-1753.18,,,,
1706.0,234.0,278.0,13.71,16.29,6.6,59.76,66.42,10280.96,33063.0,7.15,520430.0,0.45,1100.0,0.47,3.34,,,,
1492,37,18,2.48,1.23,2.90,97.89,5.33,256.12,51,53.27,1781,1.51,-,-,-,,,,
4908.0,968.0,724.0,19.73,14.75,12.62,55.41,74.75,1792.06,1170.0,16.62,9460.0,2.06,659.0,3.39,56.31,,,,
38894,583,-167,1.50,-0.43,-4.61,217.23,71.70,81.11,-207,-10.72,4353,0.51,-,-,-,,,,
2524.0,130.0,-59.0,5.13,-2.34,-3.13,40.68,86.09,2359.34,-358.0,-30.43,10245.0,1.06,350.0,3.21,-97.7,,,,
59819.0,2186.0,1182.0,3.65,1.98,7.55,189.83,100.77,2888.54,2354.0,14.96,32284.0,1.09,550.0,1.56,23.3,,,,
24079.0,4849.0,3621.0,20.14,15.04,10.36,1144.3,,289.38,1736.0,3.16,17854.0,0.31,300.0,5.46,17.05,,,,
,,,,,,,,,,,,,,,,"4,564  억원",101414285,,
3006.0,85.0,7.0,2.83,0.22,2.52,335.56,97.56,1047.79,114.0,46.19,5418.0,1.18,23.0,0.44,20.2,,,,
1351,29,-117,2.15,-8.65,-5.29,53.01,55.00,560.73,-151,-46.53,3029,2.32,,,-,,,,
65345.0,9943.0,11068.0,15.22,16.94,5.87,17.95,157.69,2054.04,6141.0,12.02,107111.0,0.69,2200.0,2.98,35.82,,,,
43562.0,11550.0,3968.0,26.51,9.11,10.56,89.11,146.37,44216.06,3538.0,52.72,39913.0,4.67,376.0,0.2,9.38,,,,
2842.0,11.0,4.0,0.4,0.15,-0.07,122.61,18.87,1054.03,-41.0,-745.42,56948.0,0.54,1000.0,3.28,-2251.87,,,,
3325.0,-20.0,174.0,-0.59,5.24,2.8,19.8,213.57,7892.48,2250.0,9.05,81019.0,0.25,500.0,2.46,22.23,,,,
3750.0,23.0,-25.0,0.63,-0.68,-1.41,58.35,131.21,948.51,-75.0,-38.37,5233.0,0.55,35.0,1.22,-47.15,,,,
1319.0,81.0,71.0,6.14,5.4,8.53,48.69,165.05,345.81,185.0,12.33,2255.0,1.01,15.0,0.66,8.11,,,,
2319.0,78.0,56.0,3.37,2.41,5.17,72.19,82.58,819.59,233.0,14.86,4597.0,0.75,162.0,4.68,68.31,,,,
2511,41,-1,1.62,-0.03,-0.05,86.57,102.58,1289.73,-1,-1702.02,2252,0.87,-,-,-,,,,
5942,51,-118,0.87,-1.98,-7.29,231.35,29.63,271.39,-322,-7.41,4261,0.56,-,-,-,,,,
21787,2027,1698,9.30,7.79,3.54,24.91,384.40,55922.53,1823,50.68,54473,1.70,,,-,,,,
8843.0,250.0,199.0,2.83,2.25,1.25,77.52,131.19,4455.16,339.0,36.82,35057.0,0.36,400.0,3.2,91.14,,,,
8344.0,241.0,27.0,2.89,0.32,1.31,278.06,50.49,819.6,117.0,48.63,10229.0,0.56,60.0,1.06,44.87,,,,
35525.0,1555.0,1382.0,4.38,3.89,13.1,140.37,76.62,1555.6,1946.0,3.46,15626.0,0.43,200.0,2.97,10.29,,,,
13657.0,1063.0,704.0,7.79,5.16,10.36,64.44,171.37,2212.81,1058.0,12.24,14300.0,0.91,100.0,0.77,7.02,,,,
4573,163,204,3.57,4.47,7.03,576.66,11.54,61.01,58,13.37,860,0.90,,,-,,,,
2773.0,187.0,156.0,6.74,5.63,8.12,25.23,294.45,1207.29,505.0,5.71,6684.0,0.43,110.0,3.81,20.73,,,,
2996.0,202.0,166.0,6.76,5.55,8.65,32.4,91.84,639.49,376.0,6.64,4498.0,0.55,100.0,4.01,26.61,,,,
7697.0,528.0,200.0,6.86,2.6,2.67,81.89,47.7,2778.6,3220.0,33.39,121392.0,0.89,1000.0,0.93,31.06,,,,
2619.0,144.0,83.0,5.52,3.16,4.35,45.44,175.9,2798.7,595.0,9.09,13920.0,0.39,96.0,1.77,16.13,,,,
3547.0,-10.0,38.0,-0.28,1.06,1.06,14.43,299.56,2941.54,1547.0,37.44,163339.0,0.35,750.0,1.3,43.31,,,,
4659.0,276.0,131.0,5.93,2.81,7.28,105.75,93.15,115.81,366.0,8.59,5316.0,0.59,80.0,2.55,21.49,,,,
5597.0,305.0,234.0,5.44,4.18,13.24,70.55,76.64,3637.55,415.0,16.12,3617.0,1.85,158.0,2.36,40.13,,,,
1453.0,175.0,235.0,12.06,16.14,14.56,18.46,205.59,3028.84,2005.0,6.06,18820.0,0.65,500.0,4.12,20.9,,,,
36736,-709,-512,-1.93,-1.39,-6.69,1584.25,,211.59,-300,-6.91,3125,0.66,-,-,-,,,,
176220.0,4279.0,-8165.0,2.43,-4.63,-8.03,188.12,55.24,9533.4,-31685.0,-4.28,375429.0,0.36,3800.0,2.8,-11.99,,,,
11237.0,688.0,-68.0,6.12,-0.61,-2.17,213.78,46.95,311.89,-231.0,-10.76,10529.0,0.24,50.0,2.01,-21.64,,,,
277,-45,-62,-16.30,-22.22,-10.81,12.86,892.65,-12.20,-2228,-14.92,19671,1.69,-,-,-,,,,
154310.0,7280.0,6642.0,4.72,4.3,7.56,1348.28,,125.63,811.0,9.31,13050.0,0.58,260.0,3.44,27.63,,,,
1884.0,78.0,163.0,4.12,8.64,11.03,59.49,96.47,11081.13,6591.0,6.24,62937.0,0.65,400.0,0.97,6.07,,,,
760,-154,-202,-20.21,-26.57,-27.71,113.46,70.64,20.59,-180,-6.29,606,1.86,-,-,-,,,,
100974.0,4622.0,4024.0,4.58,3.98,2.94,56.81,91.58,3338.5,5066.0,46.59,184305.0,1.28,1000.0,0.42,18.78,,,,
307615.0,8668.0,10479.0,2.82,3.41,4.77,71.98,86.93,94439.65,5489.0,19.77,146097.0,0.74,2000.0,1.84,31.42,,,,
77183.0,7409.0,5280.0,9.6,6.84,10.18,59.74,109.45,1190.22,6627.0,18.86,69957.0,1.79,1100.0,0.88,16.19,,,,
2545.0,373.0,298.0,14.65,11.71,21.24,39.6,144.96,1312.71,2852.0,18.34,14890.0,3.51,250.0,0.48,8.65,,,,
3919.0,157.0,55.0,4.0,1.4,2.4,155.68,75.01,1617.39,189.0,18.58,8788.0,0.4,100.0,2.85,47.72,,,,
13610.0,105.0,295.0,0.77,2.17,3.06,63.61,95.16,2795.66,5836.0,12.1,248169.0,0.28,1750.0,2.48,23.3,,,,
893.0,-17.0,-22.0,-1.87,-2.41,-2.52,93.05,159.92,637.68,-119.0,-25.5,4832.0,0.63,25.0,0.82,-20.85,,,,
51,-5,-9,-8.87,-18.29,-4.11,85.21,183.61,170.85,-219,-25.23,5214,1.06,,,-,,,,
1230.0,16.0,7.0,1.32,0.55,0.81,73.31,53.86,1103.95,70.0,135.26,8396.0,1.13,200.0,2.1,169.7,,,,
302,-82,-645,-27.06,-214.04,-305.92,-698.38,42.15,-91.25,-14197,-0.10,-2535,-0.55,,,-,,,,
68868,-4357,-8179,-6.33,-11.88,-90.67,1386.69,29.29,-26.39,-10877,-1.49,10656,1.52,-,-,-,,,,
21515.0,1968.0,1466.0,9.15,6.82,11.32,35.2,167.09,7687.07,3859.0,24.28,39266.0,2.39,2500.0,2.67,57.64,,,,
1239,-793,-715,-64.00,-57.75,-313.66,-1167.72,63.13,-162.79,-1100,,-200,-,,,-,,,,
,,,,,,,,,,,,,,,,191  억원,4463032,,
509,-20,-35,-3.85,-6.81,-4.19,5.08,1520.98,102.53,-43,-30.23,919,1.40,-,-,-,,,,
2694,209,154,7.75,5.71,,250.23,140.51,427.33,610,,2262,-,,,2.14,,,,
,,,,,,,,,,,,,,,,,,,
2051,539,534,26.27,26.02,15.63,825.30,,9.03,78,8.07,536,1.17,,,-,,,,
1073.0,9.0,21.0,0.82,1.98,1.97,24.59,364.59,2707.08,279.0,30.13,14296.0,0.59,250.0,2.98,88.09,,,,
6522.0,217.0,-1506.0,3.32,-23.09,-38.45,420.06,24.21,616.03,-1343.0,-2.23,3541.0,0.84,310.0,10.38,-27.24,,,,
3661,-78,-25,-2.13,-0.67,1.83,58.84,125.10,114.79,156,42.59,9072,0.73,-,-,-,,,,
266,-23,-51,-8.84,-19.39,-12.80,30.33,284.85,663.34,-377,-13.71,3154,1.64,-,-,-,,,,
909.0,81.0,56.0,8.88,6.12,5.41,52.1,112.76,970.23,318.0,18.55,6168.0,0.96,109.0,1.85,32.18,,,,
5066.0,258.0,182.0,5.1,3.6,5.37,77.34,114.06,2213.86,734.0,19.06,13790.0,1.02,500.0,3.57,68.09,,,,
5142.0,-240.0,-911.0,-4.66,-17.71,-71.84,448.13,44.04,78.9,-1937.0,-1.88,1670.0,2.18,53.0,1.45,-2.62,,,,
,,,,,,,,,,,,,,,,"1,151  억원",28358617,,
617,-17,-48,-2.74,-7.71,-4.35,58.93,34.55,626.83,-1615,-9.60,36329,0.43,-,-,-,,,,
3608.0,-4.0,-49.0,-0.12,-1.35,-6.29,167.76,51.5,1859.54,-617.0,-6.03,9376.0,0.4,120.0,3.23,-19.45,,,,
4962.0,136.0,80.0,2.74,1.61,1.0,31.86,87.33,5836.41,2940.0,24.35,308735.0,0.23,1500.0,2.09,48.46,,,,
398,-163,-136,-41.05,-34.18,-37.57,104.92,79.23,356.70,-11334,-1.61,24994,0.73,-,-,-,,,,
957,-308,-304,-32.18,-31.78,,150.88,39.00,256.03,-819,-3.47,1357,2.09,-,-,-,,,,
919,126,94,13.73,10.21,40.54,106.48,131.56,678.90,388,,1298,-,,,-,,,,
2026.0,130.0,74.0,6.42,3.67,-1.11,13.39,614.79,3669.89,-215.0,-89.69,23388.0,0.83,100.0,0.52,-37.33,,,,
1375,-305,-403,-22.18,-29.28,-31.41,194.38,7.04,817.40,-23962,-0.64,115251,0.13,-,-,-,,,,
13840,-329,-331,-2.38,-2.39,-9.36,351.38,46.01,148.40,-901,-23.62,8859,2.40,-,-,-,,,,
3118,-122,-767,-3.91,-24.61,-51.10,155.00,69.88,221.93,-1040,-0.67,1532,0.45,-,-,,,,,
10793.0,746.0,530.0,6.91,4.91,11.94,68.72,116.1,1766.62,4495.0,19.65,39706.0,2.22,779.0,0.88,17.22,,,,
618.0,91.0,68.0,14.78,11.03,17.84,32.8,173.67,553.0,525.0,7.6,3159.0,1.26,200.0,5.01,38.11,,,,
2253.0,129.0,229.0,5.71,10.16,4.98,37.9,70.7,1020.56,271.0,9.65,5618.0,0.46,170.0,6.51,61.59,,,,
412,-82,-76,-19.91,-18.47,-28.50,112.60,122.94,-77.64,-184,-7.83,573,2.51,,,-,,,,
5465,280,203,5.13,3.72,23.08,234.47,143.97,24.30,139,16.65,665,3.48,-,-,-,,,,
596.0,6.0,7.0,0.94,1.21,1.28,56.94,66.19,326.38,506.0,138.47,35741.0,1.96,5000.0,7.14,648.34,,,,
502,-28,-41,-5.59,-8.26,-16.76,259.71,34.37,30.51,-157,-15.69,861,2.86,,,-,,,,
562,-1,-48,-0.15,-8.56,-17.72,94.25,125.54,103.77,-173,-18.29,905,3.50,,,-,,,,
4402,-474,-828,-10.76,-18.81,-36.47,97.49,102.84,620.16,-2070,-1.50,4613,0.67,-,-,-,,,,
49632.0,13796.0,10372.0,27.8,20.9,12.32,23.03,170.21,842.76,7539.0,12.44,68607.0,1.37,4400.0,4.69,53.81,,,,
5196.0,108.0,256.0,2.07,4.92,8.91,63.57,106.11,1372.94,706.0,8.08,8186.0,0.7,370.0,6.48,51.77,,,,
1126,83,76,7.35,6.78,7.87,43.99,99.75,2569.30,1617,13.60,21349,1.03,-,-,-,,,,
5811.0,-36.0,-218.0,-0.61,-3.75,-11.1,305.43,40.47,973.41,-942.0,-3.82,8415.0,0.43,150.0,4.17,-15.08,,,,
9167.0,100.0,26.0,1.09,0.28,1.23,127.71,68.34,624.91,446.0,38.3,36256.0,0.47,400.0,2.34,89.59,,,,
24513.0,411.0,176.0,1.68,0.72,1.28,85.18,59.63,875.74,629.0,37.86,49327.0,0.48,400.0,1.68,63.6,,,,
383815.0,32587.0,24256.0,8.49,6.32,8.77,1354.1,,1850.74,7966.0,4.63,96461.0,0.38,2100.0,5.69,25.78,,,,
5872,987,724,16.81,12.33,56.47,109.19,161.37,20569.19,2574,,6046,-,,,-,,,,
249826.0,13345.0,583.0,5.34,0.23,0.48,382.56,73.83,1606.72,420.0,90.14,89612.0,0.42,380.0,1.0,85.91,,,,
2224.0,93.0,43.0,4.18,1.93,3.18,48.97,53.35,1120.27,187.0,21.58,6290.0,0.64,35.0,0.87,18.23,,,,
4854.0,61.0,-77.0,1.26,-1.58,-5.29,111.11,139.67,4255.9,-598.0,-8.96,11221.0,0.48,77.0,1.44,-12.35,,,,
2118.0,257.0,210.0,12.12,9.93,21.3,44.11,211.09,1298.85,16174.0,19.97,75323.0,4.29,16000.0,4.95,98.92,,,,
4372.0,156.0,140.0,3.56,3.21,4.73,28.25,98.41,2186.62,552.0,12.67,12528.0,0.56,200.0,2.86,34.21,,,,
3910,-74,-215,-1.90,-5.50,-25.92,344.59,140.05,341.30,-665,-2.45,2207,0.74,,,-,,,,
2701,-83,-174,-3.06,-6.43,,368.38,54.15,34.12,-2868,-1.85,8625,0.62,-,-,-,,,,
27367.0,980.0,31.0,3.58,0.11,7.58,190.55,44.35,1555.21,504.0,14.65,6914.0,1.07,250.0,3.39,48.71,,,,
2339.0,40.0,32.0,1.7,1.35,7.94,151.87,111.05,315.76,154.0,11.26,2004.0,0.87,25.0,1.44,16.23,,,,
5774.0,111.0,51.0,1.92,0.88,7.29,283.5,78.41,1090.89,420.0,10.5,5945.0,0.74,70.0,1.59,16.67,,,,
601,76,-18,12.63,-3.01,-15.00,243.50,81.44,55.52,-91,-23.41,574,3.70,-,-,-,,,,
31243.0,899.0,639.0,2.88,2.05,3.2,40.17,100.98,3276.46,561.0,21.13,19669.0,0.6,210.0,1.77,33.46,,,,
29941.0,926.0,612.0,3.09,2.04,2.31,43.61,58.75,964.36,1333.0,34.54,58106.0,0.79,350.0,0.76,26.21,,,,
73146.0,1019.0,552.0,1.39,0.76,1.8,119.11,155.8,2243.08,2030.0,24.73,116401.0,0.43,700.0,1.39,33.68,,,,
42634.0,435.0,164.0,1.02,0.39,5.07,322.7,97.56,655.44,1236.0,14.48,26881.0,0.67,600.0,3.35,46.44,,,,
1839.0,93.0,97.0,5.05,5.28,5.93,34.52,158.63,361.75,1129.0,10.58,20643.0,0.58,500.0,4.18,42.26,,,,
11643.0,19.0,66.0,0.17,0.57,2.24,169.71,65.99,1709.31,190.0,17.19,9103.0,0.36,50.0,1.53,24.79,,,,
1022,-124,-514,-12.10,-50.27,-98.70,1293.83,29.93,12.98,-2476,-0.78,1239,1.56,,,-,,,,
